score
id ,:name ,:math ,:english ,:science ,:music
808903 8Kc9iQ 3 48 36 94
808973 3gm4WNyj 58 33 35 42
809274 W64AOOG 48 1 99 30
809362 iG7gEk6 71 63 29 43
809434 vuUTpX 98 12 87 99
809669 dJDHTRV 9 56 22 84
809865 5nKIRqx0 57 26 56 2
810093 JsixAHb 86 88 79 17
810102 0VXkaB 79 40 18 36
810107 tX96Eb30 70 65 47 43
810180 dwt29r 8 24 67 80
810216 2D6eMEO 45 21 22 68
810393 2DLB7pV 71 55 20 6
810475 JZungA 37 70 85 81
810523 0EBmLUeU 42 85 18 98
810530 jEU7Jqa 5 83 85 77
810932 b3M5Cos 6 91 25 84
811014 rFrjD5s 64 14 26 30
811016 tDLmhvN 29 41 8 50
811144 IpUWb3E 13 75 90 64
811203 SFQ7mTm 4 84 65 40
811534 FukhACF 32 65 1 59
811670 9bcgmK3i 7 48 97 2
811774 pfsPjXQK 45 76 65 23
811855 LRdogp 13 40 48 57
811984 Acd80CyY 62 16 58 37
812394 TVfNhL24 94 55 78 96
812508 N3eo20Zc 70 36 51 99
812982 MwTiXm 34 84 76 44
813171 040Uxx 1 25 10 32
813177 mZLVB4 19 39 40 90
813195 YWjDZh 42 63 4 5
813254 zSIZlA 22 82 75 87
813334 jOpmGMYA 80 28 7 16
813382 iyP8zW 88 47 97 43
813504 xLHTJ6 76 25 44 56
813699 aufjcinE 92 46 27 25
813723 B6rwrK 1 60 89 38
813773 Y0CXhT 3 57 44 33
813853 Halaud 16 94 79 70
813964 RluUtc 23 73 93 35
813969 npymR9 7 23 96 15
814085 g3vHDvV 92 24 36 79
814147 sImcoU 7 59 41 76
814262 E7pqVK 25 5 38 57
814649 OXBq5If 85 96 53 83
814662 iMZvtS 2 99 0 79
814763 1OkjlbI 57 25 66 42
814862 TV7oJ6I 21 93 50 45
814883 UWDjIXS6 79 88 20 24
814977 xJl4LG 15 11 93 33
814998 X1JQ6f95 98 95 0 53
815164 AlD2jX9p 32 69 37 13
815184 AWs9jjo 5 55 40 30
815264 YojHXyr 34 5 89 55
815521 WcVDSr 4 92 31 77
815658 9RWFaFq 21 4 52 90
815690 0ePfvh1 36 1 45 58
815725 BS6RbfO 78 16 1 36
815740 6o3ScLcD 22 59 21 28
815891 BMAgCGIX 73 71 76 51
816052 d1JYo7 62 91 42 30
816197 UmMG0LjA 67 69 82 73
816323 lWcL2q 90 15 90 28
816511 JDVxJi 32 7 23 66
816645 7nB2M2 41 51 69 99
816718 WPrLL0fo 95 99 26 96
816792 sl05OU 35 72 77 30
817073 j0I0Hv 39 85 12 65
817252 j5iWF23i 12 70 82 24
817294 ckOUGQI 68 64 49 98
817473 CghnHN 89 94 24 17
817511 JXh0bAV 95 84 49 51
817542 OnltXi5 6 3 66 7
817750 iOla6jA6 9 20 73 18
817813 nI1pUf 11 46 47 70
817956 YrOI1AB 27 90 17 71
818094 PHG5QSqo 65 9 45 47
818138 RVAQpqv 98 61 62 30
818183 eXTmCAo 97 50 85 99
818185 DHBhlE 75 3 93 10
818274 XttG6nhw 60 44 23 89
818467 erNfxSLW 78 54 5 72
818475 GnyDgl 12 27 85 94
818507 vxuE4h 38 64 86 1
818583 idOnecS 41 10 18 12
818605 WosU6EV 68 47 37 89
818613 LH11jA 22 23 38 62
818632 0SK0Inkz 69 96 51 23
818637 hZ4MjyM 33 53 36 81
818641 NZw2YD 20 1 20 69
818653 HEgPMbS5 91 99 72 31
818754 n0AhVhzP 88 52 49 6
818995 lIfet9k 66 62 87 78
819005 U95yVXEW 62 79 72 9
819024 thtLIMV 66 33 4 98
819037 cw986GH 18 41 77 82
819053 gPpIqd 67 78 49 67
819182 dtBG1cWk 61 15 68 10
819201 g9idXoxc 14 68 59 12
819482 Tbppzz 21 41 14 15
819520 A2NXrw 17 90 10 6
819524 XMENhA 98 14 62 85
819735 mNPJvrA 28 64 22 34
819750 MhhwMLK 22 30 8 65
819814 3qb3vZ 59 12 23 70
819849 uTqH8tp 50 39 97 25
820006 JfSjFd 48 8 94 36
820058 3N2ZJM 46 26 93 80
820123 qh6tWkKk 58 77 58 65
820143 GCtgzxoy 93 16 2 32
820290 bKV12MMV 62 29 31 19
820321 8JuY2XLa 13 79 52 77
820408 ZGc5ivX 5 15 96 59
820417 A4IFqp6 27 24 41 91
820492 GaRwi8 61 25 79 15
820906 BkacX08 42 55 82 9
821007 uw4BqJ2 30 82 84 42
821129 25Gfmy 37 21 7 39
821239 MWSAqlR 59 19 42 97
821350 FvU4KVcp 8 21 45 51
821483 s0FUwyu 100 8 48 67
821562 1MtWd5 59 58 13 26
821591 gK88e9 9 68 18 9
821652 9xd9IF6S 99 94 7 83
821672 0F2nZIjU 68 41 77 72
821764 mgOAzD9 9 13 15 30
821986 jgzn0jG 49 58 55 16
822296 Mre9LOrS 68 95 64 13
822337 MVb0cP 8 36 97 29
822418 XaeItXgb 94 45 62 83
822816 9m07REzb 31 11 36 50
822972 xWSn8AAi 3 39 56 83
822976 Ww475uK 74 16 6 85
823245 nXfZyA 71 50 41 72
823311 SuoMYjc 41 2 37 52
823603 8SLWaYA 31 9 65 62
823612 ioKKNgk 21 95 86 64
823665 TW7l4Xf 74 5 85 83
823770 nYbrOdFx 65 67 90 20
823803 3u5vhFT 72 70 52 92
824048 CEMiCze 72 25 53 43
824157 zlhWfh 39 27 13 92
824221 fUENN6Nk 34 58 69 44
824333 AQ1PSHcC 86 50 85 34
824338 dDRHEFkS 44 46 32 67
824424 l7jR9Kbd 27 72 31 81
824447 89z0qXG9 56 14 96 4
824470 ri3Gvq 89 25 38 43
824555 OTgzQc2 2 88 96 6
824707 nsx2Nla 9 82 100 79
824730 xCM8YR8I 81 25 26 78
824848 UKBMmg9 22 65 15 39
824853 ePgSiC 2 79 56 89
824859 QjPwDGd 23 37 29 46
824864 Tu1R3gEm 17 42 49 61
824906 vKKrFH 17 42 87 25
824955 jZy0SHV 55 44 98 58
825009 B7ca8y 88 67 6 97
825101 Ulma2NY 89 58 52 60
825389 oN7cu4 44 40 50 93
825481 Hoj3UY 53 86 6 24
825560 iwhxbP 57 48 13 78
825700 DEE5e96 69 63 3 72
825708 pMnyajiy 78 94 56 71
825736 ZdWBdVL 44 39 1 77
825743 z1qCVc 66 55 5 33
825824 QmUHZVMB 70 28 31 66
826007 A7Ramu 72 41 57 76
826030 mpmILAT 28 69 49 15
826091 lMgvv8S 6 52 49 37
826249 ZuRh80zc 76 26 45 61
826537 Yp2afWg 18 5 33 87
826603 pv3lzRl 59 1 37 28
826658 LMrvv9nY 6 42 33 53
827111 vcjbhK 99 22 86 56
827463 kHQH3U 40 4 29 1
827685 IZ6R7e 59 86 87 61
827738 tiM7nO 60 72 67 13
827806 kFuN0K2 32 31 78 1
827906 G5cJjvd4 12 45 65 5
828017 TnwHSbx5 57 29 7 25
828151 Rz44iCD 73 66 57 35
828195 3nsq9uJW 32 99 46 3
828197 eX5szr 66 85 4 76
828222 DREPz0ej 61 3 37 96
828490 YN5u4A 42 22 65 84
828491 FAqPKD0G 86 55 85 31
828674 6D8XXjw 67 18 60 52
828744 MVXgBmy 83 71 78 76
829124 2HQT3x 98 68 93 15
829153 U1bKMU 84 7 54 59
829336 R9DIIW 74 10 82 70
829338 F5v8aznz 68 21 59 43
829437 hWcra4 45 25 35 53
829457 a2Da0sZm 3 5 64 79
829589 LaVnmu9 38 10 88 85
829596 axD8eR 30 81 20 13
829993 ftH1LAMP 58 47 53 55
830021 tSwiEF 82 27 24 58
830042 P6II75ck 70 75 58 45
830068 5FNw3Xo 48 86 36 91
830219 rwlI1Qy 63 77 27 17
830477 QSaE4f 97 78 36 50
830535 kWsgD4Oq 52 48 46 31
830541 E1Q9mu24 69 61 68 70
830547 ZZi2S7H 34 93 19 18
830656 TJ04ZN 43 85 64 54
830751 EIZgbwO 11 100 53 2
830989 1W3flDb0 41 5 40 40
831030 eMesMxfc 3 71 51 62
831205 4FbHRIU 90 94 64 3
831207 ZjoMi6 9 86 51 13
831291 8n7GdSnb 20 34 76 72
831324 BZM4Rum 49 99 92 19
831588 fadb5GLV 27 61 11 6
831726 OPYpXfHj 26 27 20 48
831728 L19tq8 7 15 35 4
831828 nKTIkIE0 83 87 79 60
831990 53Falk 66 20 57 75
832004 xpftxJb 19 40 63 84
832070 VyDp65OW 39 12 14 31
832078 gbJwTF 14 84 64 77
832120 uaoro4iL 81 86 62 84
832205 dq0SdQ5 65 21 46 89
832221 VA7kFPu 62 95 3 80
832448 2HiCQXu 69 88 12 96
832450 DVnTA0EX 48 13 22 78
832525 CPaMAHD 66 11 77 71
832532 1oXhR9 47 48 17 66
832634 viXjcN 45 92 1 91
832682 xnrlGj 71 97 90 55
832775 Cc4fDaFs 95 15 95 4
832834 1V0BQCN 47 12 84 11
832895 EHQBpBM2 6 1 4 93
833039 pIEXOs1c 5 46 98 4
833287 16v3Dya 40 79 23 14
833330 Uq1Crni 21 82 89 1
833566 RsosraN 11 21 40 12
833625 iIhkBLU 56 2 73 64
833632 FkwWHG 64 2 35 55
833711 YdAkx8 65 31 78 9
833987 Gm1c4YI 35 66 71 77
834222 PwLbHJu2 58 92 97 10
834258 ZSJKaG9C 57 61 61 56
834304 jZNRi4S 19 29 9 8
834393 KVXqbx 21 21 43 94
834489 fku3OUJ 70 62 84 23
834494 SKQWLPt 6 69 69 42
834502 n2imvqW2 66 42 53 14
834637 MHa62IH9 16 76 21 12
834680 Mg8c3YL 57 83 12 52
835007 6X3w4b5B 56 68 62 2
835231 4Pzq2dj 24 66 8 85
835330 ZPvdQaIB 85 62 55 33
835344 TMS1jqZ 1 8 21 76
835548 Sy3mfKH 49 27 59 100
835818 nqaJ8JF 74 79 44 1
835910 YYOL4V 82 43 88 7
836016 KI6bSet8 45 68 87 24
836192 Amvzomup 60 91 11 75
836351 reqoD1 15 8 17 2
836378 TTYPVlPh 90 43 54 33
836388 L6tM4zw 87 37 64 4
836500 Y9e4poVx 60 81 92 97
836653 G5Ea1G2 87 40 41 70
836760 fRdgn7 8 68 59 50
836847 YnER7p 23 41 46 82
837131 wo1o1a 28 5 84 24
837482 WFIW54vc 2 98 83 46
837530 VWDKYXb 75 18 7 57
837723 GCZlCQ 75 56 91 77
837914 QfjlR1u 40 45 56 95
837992 zsOuW2 91 20 7 72
838086 pbYADX 66 2 6 55
838136 R226OJDP 88 3 40 78
838437 BfWxjr 35 90 68 58
838454 i1oduP 94 31 20 48
838610 htyFlvPp 100 46 54 56
838788 rRM9VMjj 100 76 10 86
838945 yBHmvF 36 91 13 68
839029 22Qzde 67 25 67 55
839035 YTjLDE 96 13 88 97
839205 y5yHPn 9 91 43 48
839322 c244nW 62 77 33 19
839331 281nlm 68 93 44 82
839348 VDgejwro 47 87 85 80
839474 Be2UCWZ 88 71 58 89
839512 DipAjDi 47 88 76 83
839515 7zxasfl 93 35 70 47
839647 bhkwGYwo 18 6 82 83
839714 NWyDTGoG 60 81 14 99
839782 2ynpLs 76 90 85 26
839933 WuiPDXAO 74 5 94 58
840052 AKzM8i 94 14 94 12
840103 29CTYpaZ 1 54 87 72
840353 ZEq0RH 47 84 40 13
840379 84BtLO5x 47 22 99 96
840408 B6rwrK 61 64 30 90
840457 OCRJwb8 31 45 16 5
840491 5Uqfte8 42 42 37 30
840602 P1GLMFD 94 66 55 52
840673 kJEQsIrV 42 5 15 80
840724 EtyvVR8 48 28 56 4
840728 3lCwzF 39 16 30 18
840729 9taXDrXZ 91 42 85 35
840828 HnqwFlb 96 99 47 52
840931 SV2dWLLs 68 34 30 14
841141 TPo3Ng4 92 85 1 80
841240 48YhGG 24 63 21 48
841243 JrglXU71 2 31 75 50
841522 JaOrgSlw 60 23 68 34
841536 qs2gjhw 9 62 45 11
841908 8opyX42 75 67 72 48
841936 eU6b7x8 81 30 12 96
842006 rmCNKD 39 92 43 14
842427 QsQosu 36 48 72 90
842522 FzbVZsS 64 91 77 87
842685 TsGPPTe 62 63 20 82
842812 h1p17L 89 33 34 62
842982 m7Fgji3 63 72 29 14
842985 00nSpi 90 21 1 52
843210 E0TrAw8U 61 39 22 50
843308 IHgZLZ 14 48 67 10
843330 hUdQ8mK 97 99 60 47
843420 TpBTqj2 30 81 75 38
843434 H7h3tI5 93 63 100 19
843468 GN1tts1 77 93 69 79
843488 ITSLJ3Y 52 33 90 52
843510 iP9jJ3f 68 27 44 29
843512 DwFQhyp 97 60 15 61
843549 3qxbyo 98 29 29 20
843671 RJaZRe 13 20 0 1
843769 HNPd46y 17 47 40 47
843771 0Qo6pCpn 61 26 21 43
843829 nH4DVeG 19 79 29 59
843890 BZKtrxB 23 69 50 46
843939 N3nueU 5 97 86 50
844151 xQPV4dyD 94 2 54 18
844158 Q88ecH 65 91 52 83
844176 xvrewg 22 71 29 41
844221 CBjOzbi 83 3 33 21
844235 aibaIp 61 89 98 3
844242 ER0pZ9n7 92 14 45 54
844447 LRdogp 43 65 2 6
844490 MB6o4UKy 50 1 40 1
844528 5t6gIN6 64 29 60 60
844565 pfcKC3nr 85 59 88 36
844602 6IuyDR 30 94 29 37
844631 wn20PlA 33 91 54 62
844841 04h65mi 83 29 56 11
844907 VXiKTh 49 13 35 16
844912 HiSVTJ 100 78 92 40
844929 O0MJPzl 89 15 57 97
844933 NZcybg 41 15 17 97
844988 cnSBAm03 37 30 99 16
845099 jCXcy0m 32 85 62 90
845439 pfPLGz 23 37 60 46
845499 FsSAnw5i 78 12 87 57
845682 9delw2cM 88 97 79 49
845750 0rTCGGIk 60 67 69 11
846062 qbhd9G 25 30 36 22
846243 n9VB3iyj 37 79 87 7
846332 hEsZcuj 46 80 90 79
846430 AsgIBq8p 30 19 46 50
846458 xaIFErM8 11 24 33 23
846477 7TWnve6 90 71 39 95
846494 nPJQf3T 41 68 94 76
846535 Vkp2UJ 45 59 65 27
846550 lRvsT15 13 60 77 67
846821 bOTt6bpc 4 59 28 56
846831 GT7bR3 91 68 33 48
846839 1fY070W 75 19 60 68
846878 01Gptj5m 21 47 24 73
846915 cGmAQi 64 12 4 86
846960 PgjHhV 53 20 44 50
847027 XbUSVXa7 65 33 89 41
847161 Rt77zs01 29 93 21 25
847167 peu8Y0i2 39 56 73 71
847418 dKZjj3bF 73 37 38 30
847473 QBC3o6eM 12 2 67 2
847778 pIDn6RL 4 85 57 56
848082 DIgvsF3A 47 88 32 15
848119 sys87Dp 39 18 75 75
848188 c8OTU2tE 1 84 65 88
848219 jstvuq9 54 76 59 76
848350 OOGB41Cb 50 3 36 58
848416 zP0EGLx5 46 60 68 73
848538 T0TCe8U 29 42 87 97
848570 8BzVHVs 14 14 76 34
848720 cxADbu 44 87 75 14
849037 ycivWN 39 87 58 87
849173 jfQDQLB 41 7 29 98
849313 r3AJuC 19 15 14 78
849333 NOajepV 68 97 44 46
849405 kKV1gw8 33 69 1 41
849673 HtPScu 14 28 73 95
849716 UUOC1V 28 36 47 43
849944 YXlo7L7 98 24 64 57
849975 2W6oNVj2 17 89 78 32
850098 ZWF5LV3 6 6 79 52
850242 VVOIm6 41 38 37 27
850288 DrSmfrPE 77 15 14 1
850518 P5AcDH 94 65 72 30
850533 SJNrCWrj 87 18 69 62
850589 PynHUDI 69 4 72 69
850593 01AzPP 7 28 50 3
850637 CDC0bTDg 64 66 6 30
850667 NICDbUEs 22 20 43 78
850865 bEzJXRV 36 56 52 74
850880 YqluNb 86 18 22 33
850902 1eYHaK 19 16 73 60
850966 lB7Vx2Om 59 9 47 29
851257 b3JVC8UP 33 75 76 29
851337 UuYlv3 89 73 62 12
851390 IWWI221k 8 95 30 13
851786 fkiayKl 19 22 86 96
852094 kSn7bAm 4 13 50 2
852100 M8ZYOxFg 87 86 30 98
852144 WrDCSb 48 67 76 16
852262 pEqyQgO 28 71 51 82
852473 FmqvKK 10 97 52 76
852714 0Pe6VO 59 86 80 61
852845 XH0k6EnV 30 75 60 83
852859 EmjhDwoD 78 39 7 67
852898 s15ZIQ 5 14 24 96
853325 Lf4AviNT 43 55 73 71
853496 RqurLU 60 29 4 10
853634 AStgyoW 23 25 5 55
853638 JRZE6a 57 41 95 74
853895 Mb5oOlz 94 34 22 23
853985 9cjnnT 59 35 99 15
854036 6DK8vJU 33 81 76 96
854125 mS7tmUUh 84 70 85 68
854143 TQirUpT5 25 46 25 32
854580 tfP0BI 74 31 85 98
854612 NpvhTW 41 56 51 3
854776 YBG72j 68 19 57 21
854798 luXXhsa 81 76 66 99
854885 X1JQ6f95 76 54 63 21
854899 w2nxNW 14 94 5 6
855314 d6mAUHU 14 3 98 14
855523 StHkDDEJ 85 4 86 86
855544 m5mqV0e7 46 30 43 81
855589 DHIcGLv 64 89 34 64
855653 Rw9IFFr 33 47 98 95
855663 qaOStCOS 81 26 98 7
855715 Zwb22Nh 56 6 100 26
855759 NwYB7GQq 5 79 72 73
855772 4LJDVdN 50 93 41 24
855799 8BltWr1 23 93 65 42
855923 5LdOQLi 70 35 23 51
855964 HUCetkj 26 80 51 44
855997 C7uLPtK1 1 47 18 73
856049 TZ2Of0p 65 67 33 76
856176 HQ687X0 38 87 15 36
856197 13TAmu6 9 17 28 87
856198 UTyvS2 29 61 72 57
856369 IZ6R7e 1 8 51 81
856420 aauKosFA 11 76 53 83
856439 R9BE87 73 91 11 63
856583 y3ML8n 78 4 95 45
856641 bkrzU3By 81 15 38 93
856670 f2FP0TR5 80 87 30 4
856790 bQPdV5 80 14 69 94
856835 2cbiiV 63 33 44 62
856847 XAFfl8a 5 3 99 2
856856 ZvtUtC 23 29 81 80
856862 0FYpyp 48 42 0 66
857091 VspmPhS 26 10 68 0
857276 Nwt5BIT 79 12 90 98
857409 bNXqFSYD 63 5 17 12
857449 DUGSmY 63 55 34 18
857472 0wxHyQQ 84 14 24 15
857705 OOUqhh4 51 49 68 47
857737 41GnSg 36 80 50 6
857740 EebeRKiY 81 82 37 87
857791 sommIS 41 72 30 91
857824 RULmsDCT 100 10 18 33
857868 JWMLtV 35 30 85 29
857876 1EyCXHJ 26 16 76 75
857935 3anFCNp3 63 66 86 77
858074 jhU8Z4 0 65 91 15
858500 6bw2tDcn 12 79 100 84
858780 hZdZiNbA 73 13 54 98
858792 vtokjA 31 58 32 80
858957 m1nCCtRD 92 66 16 96
859012 iqXCdT2 16 32 22 14
859110 SLaqBC0i 3 95 17 23
859214 3WqeDnV 8 81 99 22
859389 CMK1La 24 90 61 26
859663 XMENhA 9 34 1 38
859878 zjRHTkO 94 36 52 7
859945 GYDWat 30 7 3 26
860129 rk0MZq 31 65 41 28
860193 nruA3t 3 28 5 78
860397 TBgdyRT 63 36 74 28
860637 A4o73M 97 89 23 77
860645 sK3sazYo 21 90 67 2
860750 nRQtth 94 29 58 98
860793 Hs8vnZ 52 40 13 74
861007 mnrZOXk 96 39 43 80
861081 oIkXQRa 34 39 20 64
861407 2W6oNVj2 45 30 41 16
861470 CpAavP03 87 73 33 8
861521 uqqHUCrg 29 36 80 65
861630 16v3Dya 97 14 19 73
861715 0YX4Q7F 0 81 52 1
861773 rH2i0rE 85 37 62 63
861831 dNzfiVd 98 29 41 75
861879 bINlpA 14 46 31 23
861891 ocsk1x 76 89 3 74
862325 5CnjjsEB 9 21 78 15
862387 I8pyzDE 64 22 79 57
862424 R1Qvcnu 46 45 26 16
862491 YAFSBuDd 26 53 95 71
862691 hXNeLATS 91 97 14 40
862713 yor3Smg 90 34 30 52
862778 eIj3dsFD 13 39 37 84
862791 YvxmR2xf 36 75 59 26
862797 Klh3zKs 60 81 42 57
862937 Mh1DtC 16 99 95 69
863054 4zYDMs8P 6 14 38 90
863125 kmwntM7 2 1 20 37
863137 CpEFySA 5 63 50 98
863415 PIU50Ry 12 89 70 41
863430 jj6TclHm 90 15 83 27
863439 bz2UgJN 4 81 29 53
863555 vDF5FAg 12 36 13 51
863686 A2NXrw 10 48 28 61
863915 0b5bIZl6 61 64 63 39
863928 LaTSnC 87 25 32 33
863950 F1SZcOE 66 40 12 65
863993 mSqWRr 83 6 35 94
864035 x1GrqC 74 55 94 90
864047 H1oiPQn 30 28 4 63
864049 XQuTfCo 20 62 4 0
864116 SHBkLzp 98 1 20 17
864129 YJPf50 22 90 0 50
864427 xtzE8bv 77 37 98 6
864517 SJ9Zaq 62 82 99 20
864566 K3ZpRm 68 57 35 44
864831 vLXRp3 4 70 17 95
864978 rQX7xY0d 37 97 13 3
865185 SWN4m5 6 80 96 98
865266 gvaMFDF 34 63 74 16
865287 BClM8qH2 17 87 71 11
865381 acuuL3K 19 77 37 91
865477 7zQ66G 24 27 13 26
865489 K2HRCB 31 1 2 25
865505 6Whhpk 9 25 14 37
865986 DPZ7dFf 35 49 26 27
865989 OQAXmSt 30 16 88 16
865993 AIqlppL 14 67 14 41
866050 Fh7IQ6 53 86 41 92
866143 ewH77q 74 36 45 54
866493 WEERVZQZ 13 49 90 60
866501 w9MZanYW 8 6 24 96
866749 auN58D 6 4 87 35
867049 Xc5lal0 70 74 34 36
867120 rkltyIvl 49 48 34 29
867155 TK4BF61 52 58 99 53
867388 DdMmdkj 44 63 44 44
867527 u7HAuj 73 76 82 13
867786 wG0RVJ 29 39 3 94
868218 qyxBQvY 74 69 95 30
868290 ZuRh80zc 9 39 92 5
868295 r5GoUoN 85 99 28 15
868326 TBkniW5r 43 70 37 95
868604 cfPi5F 48 76 43 50
868732 2edqDTYH 25 35 65 10
868787 RViNG3 54 38 77 73
868797 y0qMRo 24 19 30 57
868807 sDTQvx50 68 26 39 77
868834 9delw2cM 97 20 87 79
868995 faYwQB 81 42 81 14
869052 LpjZo2H 86 81 23 71
869372 nFAQ6FR 59 11 32 89
869472 S0bS1At 71 96 53 59
869643 6oGC1c 81 90 48 46
869681 33qDrc1 1 60 25 89
869980 tv5W2gE 12 33 91 16
870035 S8H7KB1y 70 40 100 3
870060 v9bPlHWU 5 86 9 44
870386 4dyXljfX 67 82 46 44
870412 snkEPr 91 34 40 27
870529 P5So7G8D 12 51 45 10
870684 ohq9PNfx 78 67 40 37
870739 FGaolx 43 54 37 46
870915 egFLCi8m 35 21 73 39
871065 62j51G 79 70 22 76
871268 xNEXf41 88 28 41 14
871383 nsOULYFM 94 66 66 14
871670 6rPwW0 58 20 66 17
871704 WEJsCqUs 11 50 41 11
871797 S1KNbZ0 26 73 22 20
871937 pv3QVv 87 63 52 50
871940 TTN9XEU 91 82 91 40
871958 91vzsRVv 38 50 71 13
872046 LeN5q7 26 98 59 6
872133 qTXicNm 47 96 4 50
872267 NzomE7R4 92 33 59 65
872424 xf5FIBY 37 25 66 67
872456 TJ04ZN 14 82 99 37
872521 II0Hd4E 44 49 65 68
872541 j625O15 33 42 28 11
872554 fp2ZYU 38 44 67 53
872894 6DUwjibI 76 82 62 58
873146 E1Q9mu24 52 29 90 10
873195 2qmE49jy 90 33 100 39
873269 hNIGsa 55 91 81 50
873271 4OVWpF 40 34 37 86
873393 UMdgqHBH 36 49 8 65
873707 i7Rbcx9W 66 9 20 49
873748 IeeL6L 14 94 16 32
873751 WOYTchR 96 78 66 33
873833 xLHTJ6 94 31 33 85
873839 OjzBN0 33 20 58 70
874025 9XW6wE 16 64 61 37
874035 bT8La6mm 98 25 92 84
874083 oUoGChd5 85 53 85 81
874110 YhUkV5e 16 11 43 41
874126 mvxaVN 43 79 98 99
874294 2fVIAHC 61 69 61 62
874395 s8IoznuX 94 74 88 31
874479 2iAFopEf 20 30 36 8
874550 TQirUpT5 23 96 43 49
874697 WJbidX 98 33 7 35
874815 6Q80G2 1 2 87 11
874861 BS91bQ 75 70 40 83
874865 cw986GH 85 56 12 54
874964 FSXPsUQ 43 97 73 4
875159 P0axBJsQ 16 32 0 75
875161 icIHPly 90 46 78 2
875191 Oma4A23 86 40 87 85
875353 q9WKO2 12 26 7 13
875382 MPw06lyv 26 12 100 98
875401 0wxHyQQ 99 68 66 30
875428 ae7EqW 75 34 10 13
875523 z6upfZ 18 73 3 64
875653 qR05QI 84 7 51 22
875710 oHTFsz 35 95 99 29
876004 lyVl9g3 27 94 41 83
876047 SsDiI4q 41 55 7 59
876092 HmKjXo 45 90 18 62
876195 BPJryV 91 97 43 5
876422 DoKpcmC 33 27 26 50
876500 UteNBJW 46 54 47 51
876556 HNPd46y 9 40 34 99
876602 CAb7p19x 24 32 58 91
876622 i0X3A5I 63 81 86 56
876700 GgtMBah 30 10 27 53
877176 LRVe1Pi 75 97 26 24
877250 uwtpsQ0 82 11 30 5
877302 K0iRFR5 65 68 96 70
877563 zLclbkVr 44 70 16 73
877618 gkAVjV 77 15 33 4
877859 1jsKwRC 91 43 4 51
877899 BZKtrxB 95 76 87 70
877964 xCOneN 1 13 49 92
877982 OieK7o 79 78 26 8
878024 XTAtVcyo 87 19 73 83
878191 blXVWfb9 56 88 7 91
878355 hPGYvu 40 84 3 8
878370 h6q0c3xQ 41 34 95 62
878406 uKVtB5Bq 54 12 31 79
878586 7i2wQh 88 69 1 66
878753 t722Utk 67 58 97 7
878780 EcJUxxF 87 63 99 20
878800 ntweVNtJ 20 72 77 88
878836 W93safy 76 91 31 65
878860 ZcwTEG 85 20 84 85
878943 cjFs2cl0 3 36 99 83
879081 Zt4p9bvQ 73 38 53 25
879097 JWI0Us 99 39 9 58
879393 ecqYb4 47 31 96 85
879439 TCr2zev7 95 1 47 37
879731 d3uAuT 71 54 17 0
879751 JwpoEHQ3 69 81 23 60
880147 cAe26Cer 42 92 31 65
880265 lop8TMU 3 91 71 96
880387 SV2dWLLs 63 94 69 47
880397 8M08QM 10 82 67 41
880421 qErAOeLr 98 71 53 87
880540 Mu5HgYlA 91 93 50 63
880550 Mh9XZ4 91 71 84 98
881066 7I2EC2 77 20 6 67
881104 MOdNO6kT 4 15 80 25
881125 gvLUqJDL 33 71 12 99
881175 7BgrJiq 11 63 83 56
881236 g3MtvdG 53 96 94 92
881270 e9wSQ2BL 32 52 74 71
881277 NzAHli6d 37 32 30 29
881313 idyHXi 43 94 26 23
881395 RPFWtWM 24 20 57 20
881401 lUjk9A 6 85 89 59
881696 we6gFBxq 52 12 15 32
881918 4MjECvbN 82 98 6 61
881996 Z9jY8JYO 51 42 54 65
882036 WolM8NZ 88 92 80 66
882037 ZauSi2R1 74 65 7 40
882073 DfK7SD1 0 8 39 54
882353 DwFQhyp 72 4 68 45
882491 I7c1WSLi 10 55 70 65
882606 hkip7T 69 88 100 88
882735 LXRXvi 96 84 34 16
882777 r3aW3n 7 16 87 100
882791 TmaagA 71 30 31 58
882974 8xzQqqAm 68 24 94 12
883008 EZhm36 16 64 8 89
883280 RRmXZiFn 5 88 50 62
883300 jF2qeSpT 99 48 89 75
883306 huN6Zth 12 75 1 3
883420 pe1vecux 11 9 6 9
883448 YtpV9BkR 4 10 98 87
883510 ecvjfIr 83 22 30 79
883517 HVOUeD 86 13 64 31
883629 C4yWbpfz 83 44 15 8
883634 X1hglXR 23 59 10 16
883692 JGeZdO1 16 82 56 56
883706 iUUc2mQ 16 78 62 88
883884 lcxYId 61 61 72 52
883965 3G7Wve9 14 42 15 78
884031 k3K6843G 8 42 86 10
884389 BxkGFN 75 39 80 37
884442 J5wic7d 63 83 49 58
884449 3vpy5Y4 40 71 6 9
884456 pilsfpLg 9 3 56 81
884558 zlbSqWc 81 47 45 14
884566 JPDaJn 16 12 16 51
884741 a1tt0L 20 85 71 29
884780 4oA0qj 19 97 63 44
884848 XVVfHbl 5 9 80 26
884860 qANhtG1 55 9 100 80
884874 jSexI8T 19 64 68 58
884881 O7rETs 81 35 98 40
885187 oaw5uV8 88 99 56 40
885290 LxKTLE 66 61 35 60
885580 EDxZrTcj 100 29 69 98
885724 TJCSG4 26 88 22 66
885859 SULwZQV 63 53 51 5
885990 W6KwMpse 28 88 10 84
886084 dJVq9d 91 84 39 5
886197 GCnoWO 67 16 77 69
886450 BVRwhdQ 86 25 25 50
